"sample_raw_id","feature_id","name_sirius","smiles_sirius","InChI_sirius","NPC.pathway_canopus","NPC.superclass_canopus","RF_importance","Mature - Young.sample_raw_id","Mature - Young.group","Mature - Young.posthoc_Pvalue","Mature - Young.log10P"
"73","X1083_435.27_1.1_peak",1083,"phenylalanylleucyl-N5-(diaminomethylidene)ornithine","CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)C(CC1=CC=CC=C1)N","InChI=1S/C21H34N6O4/c1-13(2)11-17(27-18(28)15(22)12-14-7-4-3-5-8-14)19(29)26-16(20(30)31)9-6-10-25-21(23)24/h3-5,7-8,13,15-17H,6,9-12,22H2,1-2H3,(H,26,29)(H,27,28)(H,30,31)(H4,23,24,25)","Amino acids and Peptides","Small peptides",NA,"X1083_435.27_1.1_peak","Mature - Young",0.755524857462753,1.12175124240197
"74","X1084_433.91_1_peak",1084,NA,NA,NA,NA,NA,NA,"X1084_433.91_1_peak","Mature - Young",0.981169305775742,1.00825604642237
"75","X1085_336.16_0.5_peak",1085,"methyl 4-acetamido-5-(benzylcarbamoylamino)-5-oxopentanoate","CC(=O)NC(CCC(=O)OC)C(=O)NC(=O)NCC1=CC=CC=C1","InChI=1S/C16H21N3O5/c1-11(20)18-13(8-9-14(21)24-2)15(22)19-16(23)17-10-12-6-4-3-5-7-12/h3-7,13H,8-10H2,1-2H3,(H,18,20)(H2,17,19,22,23)","Amino acids and Peptides","Small peptides",NA,"X1085_336.16_0.5_peak","Mature - Young",0.0817949879120671,2.08727330743896
"76","X1086_587.27_1.3_peak",1086,NA,NA,NA,NA,NA,NA,"X1086_587.27_1.3_peak","Mature - Young",0.413282024623625,1.38375348360418
"77","X1089_638.52_6.7_peak",1089,NA,NA,NA,"Amino acids and Peptides","Oligopeptides",NA,"X1089_638.52_6.7_peak","Mature - Young",0.080827933187522,2.09243852619626
"78","X1091_420.72_1_peak",1091,NA,NA,NA,NA,NA,NA,"X1091_420.72_1_peak","Mature - Young",0.668198054431527,1.17509479321582
"79","X1092_311.12_0.6_peak",1092,"gamma-GLU-TYR","C1=CC(=CC=C1CC(C(=O)O)NC(=O)CCC(C(=O)O)N)O","InChI=1S/C14H18N2O6/c15-10(13(19)20)5-6-12(18)16-11(14(21)22)7-8-1-3-9(17)4-2-8/h1-4,10-11,17H,5-7,15H2,(H,16,18)(H,19,20)(H,21,22)","Amino acids and Peptides","Small peptides",0.0195,"X1092_311.12_0.6_peak","Mature - Young",0.0148121763193187,2.82938112689188
"80","X1093_544.92_1.6_peak",1093,NA,NA,NA,NA,NA,NA,"X1093_544.92_1.6_peak","Mature - Young",0.236344588679798,1.62645433680683
"81","X1095_776.57_5_peak",1095,"null","CCCCCCCCCCCCCCN(CCCCCCCCCCCCCC)C(=O)CCC(=O)NCCCCC(C(=O)O)N(CC(=O)O)CC(=O)O","InChI=1S/C42H79N3O8/c1-3-5-7-9-11-13-15-17-19-21-23-27-33-44(34-28-24-22-20-18-16-14-12-10-8-6-4-2)39(47)31-30-38(46)43-32-26-25-29-37(42(52)53)45(35-40(48)49)36-41(50)51/h37H,3-36H2,1-2H3,(H,43,46)(H,48,49)(H,50,51)(H,52,53)","Polyketides","Oligopeptides",NA,"X1095_776.57_5_peak","Mature - Young",0.329537020297132,1.4820957895445
"82","X1097_331.23_0.4_peak",1097,"6-amino-2-[[2-(2-aminopropanoylamino)-3-methylpentanoyl]amino]hexanoic acid","CCC(C)C(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(C)N","InChI=1S/C15H30N4O4/c1-4-9(2)12(19-13(20)10(3)17)14(21)18-11(15(22)23)7-5-6-8-16/h9-12H,4-8,16-17H2,1-3H3,(H,18,21)(H,19,20)(H,22,23)","Amino acids and Peptides","Small peptides",0.015,"X1097_331.23_0.4_peak","Mature - Young",0.0154720477923851,2.81045220174498
"83","X1098_525.6_0.8_peak",1098,NA,NA,NA,NA,NA,NA,"X1098_525.6_0.8_peak","Mature - Young",0.0934986779528296,2.02919452989593
"84","X1099_303.19_5.4_peak",1099,"2-[6-[(2-methylpropan-2-yl)oxycarbonylamino]hexanoylamino]propanoic Acid","CC(C(=O)O)NC(=O)CCCCCNC(=O)OC(C)(C)C","InChI=1S/C14H26N2O5/c1-10(12(18)19)16-11(17)8-6-5-7-9-15-13(20)21-14(2,3)4/h10H,5-9H2,1-4H3,(H,15,20)(H,16,17)(H,18,19)","Amino acids and Peptides","Small peptides",NA,"X1099_303.19_5.4_peak","Mature - Young",0.973857544997615,1.0115045666801
"85","X11_480.31_4.8_peak",11,"1-18:1-lysoPE","CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O","InChI=1S/C23H46NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h9-10,22,25H,2-8,11-21,24H2,1H3,(H,27,28)","Fatty acids","Glycerophospholipids",NA,"X11_480.31_4.8_peak","Mature - Young",0.24452586156658,1.61167520221847
"86","X110_313.23_4.6_peak",110,NA,NA,NA,NA,NA,NA,"X110_313.23_4.6_peak","Mature - Young",0.0968855733862969,2.01374088616049
"87","X1100_755.53_6.4_peak",1100,NA,NA,NA,NA,NA,0.0075,"X1100_755.53_6.4_peak","Mature - Young",0.0342117230221636,2.46582505267334
"88","X1101_553.73_6.3_peak",1101,NA,NA,NA,NA,NA,0.0155,"X1101_553.73_6.3_peak","Mature - Young",0.0390359250174584,2.40853552488856
"89","X1103_279.17_1.3_peak",1103,"Phenylalanylleucine","CC(C)CC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)N","InChI=1S/C15H22N2O3/c1-10(2)8-13(15(19)20)17-14(18)12(16)9-11-6-4-3-5-7-11/h3-7,10,12-13H,8-9,16H2,1-2H3,(H,17,18)(H,19,20)","Amino acids and Peptides","Small peptides",NA,"X1103_279.17_1.3_peak","Mature - Young",0.273433426977091,1.56314839443423
"90","X1104_519.74_1.6_peak",1104,NA,NA,NA,NA,NA,NA,"X1104_519.74_1.6_peak","Mature - Young",0.661278351459458,1.17961569473983
"91","X1105_601.33_5.5_peak",1105,"Epitope ID:143242","CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OC1C(C(C(C(C1O)O)O)O)O)O","InChI=1S/C27H53O12P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(29)37-18-20(28)19-38-40(35,36)39-27-25(33)23(31)22(30)24(32)26(27)34/h20,22-28,30-34H,2-19H2,1H3,(H,35,36)","Fatty acids","Glycerophospholipids",NA,"X1105_601.33_5.5_peak","Mature - Young",0.778373367343425,1.10881203221255
"92","X1106_310.14_0.5_peak",1106,"L-Tyrosine, L-glutaminyl-","C1=CC(=CC=C1CC(C(=O)O)NC(=O)C(CCC(=O)N)N)O","InChI=1S/C14H19N3O5/c15-10(5-6-12(16)19)13(20)17-11(14(21)22)7-8-1-3-9(18)4-2-8/h1-4,10-11,18H,5-7,15H2,(H2,16,19)(H,17,20)(H,21,22)","Amino acids and Peptides","Small peptides",NA,"X1106_310.14_0.5_peak","Mature - Young",0.141445348297395,1.84941133058233
"93","X1107_508.38_5.1_peak",1107,"1-(1-enyl-stearoyl)-glycero-3-phosphocholine","CCCCCCCCCCCCCCCCC=COCC(COP(=O)(O)OCC[N+](C)(C)C)O","InChI=1S/C26H54NO6P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-22-31-24-26(28)25-33-34(29,30)32-23-21-27(2,3)4/h20,22,26,28H,5-19,21,23-25H2,1-4H3/p+1","Fatty acids","Glycerophospholipids",NA,"X1107_508.38_5.1_peak","Mature - Young",0.905524921448994,1.04309959272834
"94","X1108_402.36_4.8_peak",1108,"null","CCCCCCCCCCCCCCC(CO)OC(CC(=O)O)C[N+](C)(C)C","InChI=1S/C23H47NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-21(20-25)28-22(18-23(26)27)19-24(2,3)4/h21-22,25H,5-20H2,1-4H3/p+1","Fatty acids","Fatty Acids and Conjugates",NA,"X1108_402.36_4.8_peak","Mature - Young",0.982597592671471,1.00762430420565
"95","X1109_499.37_5.8_peak",1109,NA,NA,NA,NA,NA,0.012,"X1109_499.37_5.8_peak","Mature - Young",0.0476315584300745,2.32210520881993
"96","X111_426.22_2.4_peak",111,NA,NA,NA,NA,NA,NA,"X111_426.22_2.4_peak","Mature - Young",0.541383782989427,1.26649475754905
"97","X1110_908.55_5.5_peak",1110,NA,NA,NA,NA,NA,NA,"X1110_908.55_5.5_peak","Mature - Young",0.305896993528203,1.51442479140541
"98","X1111_401.26_1.8_peak",1111,NA,NA,NA,NA,NA,0.021,"X1111_401.26_1.8_peak","Mature - Young",0.0432949494646945,2.36356276294328
"99","X1112_846.44_3.8_peak",1112,"Pitipeptolide A","CCC(C)C1C(=O)NCC(=O)OC(C(C(=O)NC(C(=O)N(C(C(=O)OC(C(=O)N2CCCC2C(=O)N1)C(C)CC)CC3=CC=CC=C3)C)C(C)C)(C)C)CCCC#C","InChI=1S/C44H65N5O9/c1-11-14-16-23-33-44(8,9)43(56)47-35(27(4)5)40(53)48(10)32(25-30-20-17-15-18-21-30)42(55)58-37(29(7)13-3)41(54)49-24-19-22-31(49)38(51)46-36(28(6)12-2)39(52)45-26-34(50)57-33/h1,15,17-18,20-21,27-29,31-33,35-37H,12-14,16,19,22-26H2,2-10H3,(H,45,52)(H,46,51)(H,47,56)","Polyketides","Oligopeptides",NA,"X1112_846.44_3.8_peak","Mature - Young",0.17816779663652,1.74917079079816
"100","X1113_547.29_0.9_peak",1113,NA,NA,NA,NA,NA,NA,"X1113_547.29_0.9_peak","Mature - Young",0.228665778523157,1.64079882582009
"101","X1114_600.45_6.6_peak",1114,NA,NA,NA,"Fatty acids","Fatty amides",0.037,"X1114_600.45_6.6_peak","Mature - Young",0.0284319533596202,2.54619330196408
"102","X1115_233.11_0.4_peak",1115,"aspartylvaline","CC(C)C(C(=O)O)NC(=O)C(CC(=O)O)N","InChI=1S/C9H16N2O5/c1-4(2)7(9(15)16)11-8(14)5(10)3-6(12)13/h4-5,7H,3,10H2,1-2H3,(H,11,14)(H,12,13)(H,15,16)","Amino acids and Peptides","Small peptides",NA,"X1115_233.11_0.4_peak","Mature - Young",0.0796074278607498,2.09904640803577
"103","X1119_529.38_5.2_peak",1119,NA,NA,NA,NA,NA,NA,"X1119_529.38_5.2_peak","Mature - Young",0.0538576424139003,2.26875266148974
"104","X112_358.27_1.7_peak",112,"Trileucine","CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O)N","InChI=1S/C18H35N3O4/c1-10(2)7-13(19)16(22)20-14(8-11(3)4)17(23)21-15(18(24)25)9-12(5)6/h10-15H,7-9,19H2,1-6H3,(H,20,22)(H,21,23)(H,24,25)","Amino acids and Peptides","Small peptides",NA,"X112_358.27_1.7_peak","Mature - Young",0.435239497845514,1.36127169943583
"105","X1120_308.2_1.1_peak",1120,NA,NA,NA,NA,NA,NA,"X1120_308.2_1.1_peak","Mature - Young",0.739403665381687,1.13111840086719
"106","X1121_387.89_1.5_peak",1121,NA,NA,NA,NA,NA,NA,"X1121_387.89_1.5_peak","Mature - Young",0.663167953409837,1.17837646857591
"107","X1123_427.29_1.5_peak",1123,"null","CCCCCC(CC(=O)NO)C(=O)N1C(CCCN1)C(=O)NC(CC(C)C)C(=O)C","InChI=1S/C21H38N4O5/c1-5-6-7-9-16(13-19(27)24-30)21(29)25-18(10-8-11-22-25)20(28)23-17(15(4)26)12-14(2)3/h14,16-18,22,30H,5-13H2,1-4H3,(H,23,28)(H,24,27)","Amino acids and Peptides","Small peptides",NA,"X1123_427.29_1.5_peak","Mature - Young",0.581301625334849,1.23559846274296
"108","X1125_832.64_6.6_peak",1125,NA,NA,NA,"Polyketides","Oligopeptides",NA,"X1125_832.64_6.6_peak","Mature - Young",0.113164028098705,1.9462916021314
"109","X1126_326.83_0.5_peak",1126,NA,NA,NA,NA,NA,NA,"X1126_326.83_0.5_peak","Mature - Young",0.632034326501395,1.199259334051
"110","X1129_346.23_0.9_peak",1129,"null","CC(C)CC(C(C(=O)NO)O)C(=O)NC(C(=O)N(C)C)C(C)(C)C","InChI=1S/C16H31N3O5/c1-9(2)8-10(11(20)14(22)18-24)13(21)17-12(16(3,4)5)15(23)19(6)7/h9-12,20,24H,8H2,1-7H3,(H,17,21)(H,18,22)","Amino acids and Peptides","Small peptides",NA,"X1129_346.23_0.9_peak","Mature - Young",0.229934201695158,1.63839642454316
"111","X113_466.33_5.1_peak",113,"1-(9Z-octadecenyl)-sn-glycero-3-phosphoethanolamine","CCCCCCCCC=CCCCCCCCCOCC(COP(=O)(O)OCCN)O","InChI=1S/C23H48NO6P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-19-28-21-23(25)22-30-31(26,27)29-20-18-24/h9-10,23,25H,2-8,11-22,24H2,1H3,(H,26,27)","Fatty acids","Glycerophospholipids",NA,"X113_466.33_5.1_peak","Mature - Young",0.082734153846777,2.08231517043333
"112","X1131_283.22_5_peak",1131,NA,NA,NA,NA,NA,NA,"X1131_283.22_5_peak","Mature - Young",0.113571803899714,1.94472947611359
"113","X1132_412.31_5.4_peak",1132,"Oleoyl glutamic acid","CCCCCCCCC=CCCCCCCCC(=O)NC(CCC(=O)O)C(=O)O","InChI=1S/C23H41NO5/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(25)24-20(23(28)29)18-19-22(26)27/h9-10,20H,2-8,11-19H2,1H3,(H,24,25)(H,26,27)(H,28,29)","Fatty acids","Fatty amides",NA,"X1132_412.31_5.4_peak","Mature - Young",0.793056407269483,1.10069592176859
"114","X1134_1115.51_2.3_peak",1134,NA,NA,NA,NA,NA,NA,"X1134_1115.51_2.3_peak","Mature - Young",0.79863740524056,1.0976503529081
"115","X1135_461.22_1.3_peak",1135,"null","CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(C(C)O)C(=O)NC(CC(=O)O)C=O)N","InChI=1S/C19H32N4O9/c1-4-9(2)15(20)18(31)22-12(5-6-13(26)27)17(30)23-16(10(3)25)19(32)21-11(8-24)7-14(28)29/h8-12,15-16,25H,4-7,20H2,1-3H3,(H,21,32)(H,22,31)(H,23,30)(H,26,27)(H,28,29)","Amino acids and Peptides","Small peptides",NA,"X1135_461.22_1.3_peak","Mature - Young",0.843327814862239,1.07400357542059
"116","X1136_339.21_1.1_peak",1136,NA,NA,NA,NA,NA,NA,"X1136_339.21_1.1_peak","Mature - Young",0.686533909334551,1.16333800719171
"117","X1137_423.22_1.2_peak",1137,"6-amino-2-[[2-[(2-amino-3-phenylpropanoyl)amino]-4-carboxybutanoyl]amino]hexanoic acid","C1=CC=C(C=C1)CC(C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)O)N","InChI=1S/C20H30N4O6/c21-11-5-4-8-16(20(29)30)24-19(28)15(9-10-17(25)26)23-18(27)14(22)12-13-6-2-1-3-7-13/h1-3,6-7,14-16H,4-5,8-12,21-22H2,(H,23,27)(H,24,28)(H,25,26)(H,29,30)","Amino acids and Peptides","Small peptides",NA,"X1137_423.22_1.2_peak","Mature - Young",0.291813210470145,1.53489505135819
"118","X1138_503.03_1.4_peak",1138,NA,NA,NA,NA,NA,NA,"X1138_503.03_1.4_peak","Mature - Young",0.166357150611492,1.77895852689994
"119","X1139_433.33_5.8_peak",1139,NA,NA,NA,NA,NA,NA,"X1139_433.33_5.8_peak","Mature - Young",0.0631732640377113,2.19946668338828
"120","X114_443.33_6.1_peak",114,"N-Palmitoyltryptophan","CCCCCCCCCCCCCCCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O","InChI=1S/C27H42N2O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-19-26(30)29-25(27(31)32)20-22-21-28-24-18-16-15-17-23(22)24/h15-18,21,25,28H,2-14,19-20H2,1H3,(H,29,30)(H,31,32)","Fatty acids","Fatty amides",0.0305,"X114_443.33_6.1_peak","Mature - Young",0.0263636351700017,2.5789947069223
"121","X1140_478.3_1.3_peak",1140,"macrocyclic peptidomimetic, 3b","CCCCNC(=O)C(C)CC(C1CC(CCCCCCCC(=O)NC(C(=O)N1)C)C)O","InChI=1S/C24H45N3O4/c1-5-6-14-25-23(30)18(3)16-21(28)20-15-17(2)12-10-8-7-9-11-13-22(29)26-19(4)24(31)27-20/h17-21,28H,5-16H2,1-4H3,(H,25,30)(H,26,29)(H,27,31)","Amino acids and Peptides","Small peptides",NA,"X1140_478.3_1.3_peak","Mature - Young",0.197755280030433,1.70387191209088
"122","X1142_290.17_0.5_peak",1142,"L-leucyl-L-alanyl-L-serine","CC(C)CC(C(=O)NC(C)C(=O)NC(CO)C(=O)O)N","InChI=1S/C12H23N3O5/c1-6(2)4-8(13)11(18)14-7(3)10(17)15-9(5-16)12(19)20/h6-9,16H,4-5,13H2,1-3H3,(H,14,18)(H,15,17)(H,19,20)","Amino acids and Peptides","Small peptides",NA,"X1142_290.17_0.5_peak","Mature - Young",0.0953995427671135,2.02045370678642
"123","X1143_536.39_5.5_peak",1143,NA,NA,NA,NA,NA,0,"X1143_536.39_5.5_peak","Mature - Young",0.0455740580671546,2.34128229865685
"124","X1144_344.25_1.4_peak",1144,"[1-(1-Carbamoyl-3-methyl-butylcarbamoyl)-2-methyl-butyl]-carbamic acid tert-butyl ester","CCC(C)C(C(=O)NC(CC(C)C)C(=O)N)NC(=O)OC(C)(C)C","InChI=1S/C17H33N3O4/c1-8-11(4)13(20-16(23)24-17(5,6)7)15(22)19-12(14(18)21)9-10(2)3/h10-13H,8-9H2,1-7H3,(H2,18,21)(H,19,22)(H,20,23)","Amino acids and Peptides","Small peptides",NA,"X1144_344.25_1.4_peak","Mature - Young",0.576871111041136,1.23892120940305
"125","X1145_502.77_1.6_peak",1145,NA,NA,NA,NA,NA,NA,"X1145_502.77_1.6_peak","Mature - Young",0.518398147205902,1.28533655933594
"126","X1146_549.42_7_peak",1146,NA,NA,NA,NA,NA,NA,"X1146_549.42_7_peak","Mature - Young",0.206854857237634,1.68433427681471
"127","X1148_387.23_2.2_peak",1148,NA,NA,NA,NA,NA,NA,"X1148_387.23_2.2_peak","Mature - Young",0.616486070480807,1.21007673185278
"128","X1149_790.43_2.1_peak",1149,"null","CCC1C(=O)OC(C(=O)N2CCCC2C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)N1C)CC3=CC=C(C=C3)OCC=C(C)C)C(C)CC)C)CO)CC4=CC=CC=C4","InChI=1S/C43H59N5O9/c1-8-28(5)37-39(51)44-32(24-30-17-19-31(20-18-30)56-23-21-27(3)4)40(52)46(6)34(9-2)43(55)57-36(25-29-14-11-10-12-15-29)42(54)48-22-13-16-35(48)38(50)45-33(26-49)41(53)47(37)7/h10-12,14-15,17-21,28,32-37,49H,8-9,13,16,22-26H2,1-7H3,(H,44,51)(H,45,50)","Amino acids and Peptides","Oligopeptides",NA,"X1149_790.43_2.1_peak","Mature - Young",0.442956498300224,1.35363892270657
"129","X115_590.32_1.9_peak",115,"N-(1-Carboxy-5-(4-(3-isopropylamino-2-hydroxypropoxy)indole-2-carboxamido)pentyl)-alanyl-proline","CC(C)NCC(COC1=CC=CC2=C1C=C(N2)C(=O)NCCCCC(C(=O)O)NC(C)C(=O)N3CCCC3C(=O)O)O","InChI=1S/C29H43N5O8/c1-17(2)31-15-19(35)16-42-25-11-6-9-21-20(25)14-23(33-21)26(36)30-12-5-4-8-22(28(38)39)32-18(3)27(37)34-13-7-10-24(34)29(40)41/h6,9,11,14,17-19,22,24,31-33,35H,4-5,7-8,10,12-13,15-16H2,1-3H3,(H,30,36)(H,38,39)(H,40,41)","Amino acids and Peptides","Oligopeptides",NA,"X115_590.32_1.9_peak","Mature - Young",0.854835079846332,1.06811766401021
"130","X1150_746.52_5_peak",1150,NA,NA,NA,"Amino acids and Peptides","Oligopeptides",NA,"X1150_746.52_5_peak","Mature - Young",0.0597340106074978,2.22377832526245
"131","X1151_239.15_6_peak",1151,NA,NA,NA,NA,NA,NA,"X1151_239.15_6_peak","Mature - Young",0.0868177469344542,2.06139148901829
"132","X1152_798.47_1.1_peak",1152,"null","CC(C)CC(C(=O)NC(CCCCN)C(=O)N)NC(=O)C1CCCN1C(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C2CCCN2C(=O)C","InChI=1S/C36H63N9O11/c1-18(2)17-24(31(51)39-23(30(38)50)11-7-8-14-37)40-32(52)26-13-10-16-45(26)36(56)29(21(5)48)43-35(55)28(20(4)47)42-34(54)27(19(3)46)41-33(53)25-12-9-15-44(25)22(6)49/h18-21,23-29,46-48H,7-17,37H2,1-6H3,(H2,38,50)(H,39,51)(H,40,52)(H,41,53)(H,42,54)(H,43,55)","Amino acids and Peptides","Oligopeptides",NA,"X1152_798.47_1.1_peak","Mature - Young",0.279993125441988,1.55285263158372
"133","X1155_505.39_7.1_peak",1155,NA,NA,NA,NA,NA,NA,"X1155_505.39_7.1_peak","Mature - Young",0.204486718369059,1.68933489463144
"134","X1157_640.54_7.2_peak",1157,NA,NA,NA,"Amino acids and Peptides","Ornithine alkaloids",NA,"X1157_640.54_7.2_peak","Mature - Young",0.145167335212896,1.83813109529376
"135","X1158_279.65_4.5_peak",1158,NA,NA,NA,NA,NA,NA,"X1158_279.65_4.5_peak","Mature - Young",0.44207365982356,1.35450536099114
"136","X1159_522.32_5.4_peak",1159,NA,NA,NA,NA,NA,NA,"X1159_522.32_5.4_peak","Mature - Young",0.973443050898696,1.01168945082489
"137","X116_853.72_8.4_peak",116,"null","CCCCCCCCC=CCCCCCCCCCC(=O)OCC(COC(=O)CCCCC=CCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCCCC","InChI=1S/C55H96O6/c1-4-7-10-13-16-19-22-24-26-27-29-31-34-36-39-42-45-48-54(57)60-51-52(61-55(58)49-46-43-40-37-32-21-18-15-12-9-6-3)50-59-53(56)47-44-41-38-35-33-30-28-25-23-20-17-14-11-8-5-2/h15,17-18,20,24-26,28,33,35,52H,4-14,16,19,21-23,27,29-32,34,36-51H2,1-3H3","Fatty acids","Glycerolipids",NA,"X116_853.72_8.4_peak","Mature - Young",0.567965055135631,1.2456783840577
"138","X1160_258.68_0.4_peak",1160,NA,NA,NA,NA,NA,NA,"X1160_258.68_0.4_peak","Mature - Young",0.195463059370987,1.70893530797266
"139","X1161_301.07_2.5_peak",1161,"Chryseriol","COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O","InChI=1S/C16H12O6/c1-21-14-4-8(2-3-10(14)18)13-7-12(20)16-11(19)5-9(17)6-15(16)22-13/h2-7,17-19H,1H3","Shikimates and Phenylpropanoids","Flavonoids",NA,"X1161_301.07_2.5_peak","Mature - Young",0.859845848274241,1.06557940136644
"140","X1162_760.58_5.8_peak",1162,"Phophatidylethanolamine(15:0/22:1)","CCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCCC=CCCCCCCCC","InChI=1S/C42H82NO8P/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43)38-48-41(44)34-32-30-28-26-24-16-14-12-10-8-6-4-2/h17-18,40H,3-16,19-39,43H2,1-2H3,(H,46,47)","Fatty acids","Glycerophospholipids",0.014,"X1162_760.58_5.8_peak","Mature - Young",0.0301867768632476,2.52018325548413
"141","X1163_652.41_1.7_peak",1163,"null","CC1CCCCOC(C(CN(C(=O)C2=C(O1)C=CC(=C2)NC(=O)C3CCCCC3)C(C)CO)C)CN(C)CC4CCCCC4","InChI=1S/C36H59N3O5/c1-26-22-39(27(2)25-40)36(42)32-21-31(37-35(41)30-16-9-6-10-17-30)18-19-33(32)44-28(3)13-11-12-20-43-34(26)24-38(4)23-29-14-7-5-8-15-29/h18-19,21,26-30,34,40H,5-17,20,22-25H2,1-4H3,(H,37,41)","Terpenoids","Oligopeptides",0.008,"X1163_652.41_1.7_peak","Mature - Young",0.043943700291986,2.35710337598334
"142","X1164_527.22_0.9_peak",1164,"(2S)-2-[[2-[[(2S)-2-[[2-[[(2S)-2,5-diamino-5-oxopentanoyl]amino]acetyl]amino]-3-(1H-imidazol-5-yl)propanoyl]amino]acetyl]amino]pentanedioic acid","C1=C(NC=N1)CC(C(=O)NCC(=O)NC(CCC(=O)O)C(=O)O)NC(=O)CNC(=O)C(CCC(=O)N)N","InChI=1S/C20H30N8O9/c21-11(1-3-14(22)29)18(34)24-7-16(31)28-13(5-10-6-23-9-26-10)19(35)25-8-15(30)27-12(20(36)37)2-4-17(32)33/h6,9,11-13H,1-5,7-8,21H2,(H2,22,29)(H,23,26)(H,24,34)(H,25,35)(H,27,30)(H,28,31)(H,32,33)(H,36,37)","Amino acids and Peptides","Small peptides",NA,"X1164_527.22_0.9_peak","Mature - Young",0.702802346256349,1.15316679731265
"143","X1165_499.28_4.9_peak",1165,NA,NA,NA,NA,NA,NA,"X1165_499.28_4.9_peak","Mature - Young",0.290801265451769,1.53640370793155
"144","X1166_298.18_0.7_peak",1166,NA,NA,NA,NA,NA,NA,"X1166_298.18_0.7_peak","Mature - Young",0.790138644920753,1.10229669675895
"145","X1167_352.19_1_peak",1167,"Glycyl-leucyl-tyrosine","CC(C)CC(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)O)NC(=O)CN","InChI=1S/C17H25N3O5/c1-10(2)7-13(19-15(22)9-18)16(23)20-14(17(24)25)8-11-3-5-12(21)6-4-11/h3-6,10,13-14,21H,7-9,18H2,1-2H3,(H,19,22)(H,20,23)(H,24,25)","Amino acids and Peptides","Small peptides",NA,"X1167_352.19_1_peak","Mature - Young",0.769468434645015,1.11380919121998
"146","X1168_864.53_5.5_peak",1168,NA,NA,NA,NA,NA,NA,"X1168_864.53_5.5_peak","Mature - Young",0.294569429584147,1.53081232623681
"147","X1169_243.13_0.7_peak",1169,"Pyroglutamylleucine","CC(C)CC(C(=O)O)NC(=O)C1CCC(=O)N1","InChI=1S/C11H18N2O4/c1-6(2)5-8(11(16)17)13-10(15)7-3-4-9(14)12-7/h6-8H,3-5H2,1-2H3,(H,12,14)(H,13,15)(H,16,17)","Amino acids and Peptides","Small peptides",0.008,"X1169_243.13_0.7_peak","Mature - Young",0.0291235966841242,2.53575499187233
"148","X117_392.25_2_peak",117,"2-[[2-[(2-amino-3-methylpentanoyl)amino]-3-phenylpropanoyl]amino]-4-methylpentanoic acid","CCC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(C)C)C(=O)O)N","InChI=1S/C21H33N3O4/c1-5-14(4)18(22)20(26)23-16(12-15-9-7-6-8-10-15)19(25)24-17(21(27)28)11-13(2)3/h6-10,13-14,16-18H,5,11-12,22H2,1-4H3,(H,23,26)(H,24,25)(H,27,28)","Amino acids and Peptides","Small peptides",NA,"X117_392.25_2_peak","Mature - Young",0.721598125891976,1.14170460339825
"149","X1170_295.13_1_peak",1170,"(4S)-4-amino-5-[[(1S)-1-carboxy-2-phenylethyl]amino]-5-oxopentanoic acid","C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CCC(=O)O)N","InChI=1S/C14H18N2O5/c15-10(6-7-12(17)18)13(19)16-11(14(20)21)8-9-4-2-1-3-5-9/h1-5,10-11H,6-8,15H2,(H,16,19)(H,17,18)(H,20,21)","Amino acids and Peptides","Small peptides",NA,"X1170_295.13_1_peak","Mature - Young",0.0547439746065398,2.2616636744629
