	feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class	rank_spec	msms_score	libname	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final
264	1941	-1							1.0	0.5898375	ISDB							APXGHUJETIJCLQ						['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	0.5898374915122986	1
265	1926	14	Fatty acids	0.4177215189873418	Fatty Acids and Conjugates	0.25316455696202533	Unsaturated fatty acids	0.16455696202531644	1.0	0.6497293	ISDB	ICCTZARHLGPHMT-WFSFLELISA-N	InChI=1S/C29H48/c1-7-22(20(2)3)12-11-21(4)25-15-16-26-24-14-13-23-10-8-9-18-28(23,5)27(24)17-19-29(25,26)6/h8,10,13,20-22,24-27H,7,9,11-12,14-19H2,1-6H3/t21-,22?,24+,25-,26+,27+,28+,29-/m1/s1	CCC(CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C=CCC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C	C29H48		396.375601536	ICCTZARHLGPHMT	Terpenoids	Steroids	Stigmastane steroids	Haloxylon salicornicum	499681.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Caryophyllales']	['Chenopodiaceae']	['Salsoleae']	['Haloxylon']	['Haloxylon salicornicum']		['Eukaryota']									1	0	1.649729311466217	1
266	1871	-1							1.0	0.40565053	ISDB	RXGLHDWAZQECBI-SRVKXCTJSA-N	InChI=1S/C15H29N3O5/c1-8(2)5-10(16)13(20)17-11(6-9(3)4)14(21)18-12(7-19)15(22)23/h8-12,19H,5-7,16H2,1-4H3,(H,17,20)(H,18,21)(H,22,23)/t10-,11-,12-/m0/s1	CC(C)C[C@H](N)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](CO)C(=O)O	C15H29N3O5		331.210721028	RXGLHDWAZQECBI	Amino acids and Peptides|Shikimates and Phenylpropanoids	Small peptides	Aminoacids	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']		['Eukaryota']									1	0	1.4056505262851715	1
272	1569	36	Fatty acids	0.2222222222222222	Lysine alkaloids	0.1111111111111111	Hydrocarbons	0.1111111111111111	6.0	0.0	MS1_match	PUPRMDZKLKQJOS-UHFFFAOYSA-N	InChI=1S/C15H29N/c1-3-5-7-10-14-12-9-13-15(16-14)11-8-6-4-2/h3,14-16H,1,4-13H2,2H3	C=CCCCC1CCCC(CCCCC)N1	C15H29N	pos_1_1proton1methanol	223.229999928	PUPRMDZKLKQJOS	Alkaloids	Lysine alkaloids	Piperidine alkaloids	Monomorium delagoense	3257595.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Solenopsidini']	['Monomorium']	['Monomorium delagoense']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']				6	2	8.0	1
279	1504	65	Terpenoids	0.3333333333333333	Steroids	0.3333333333333333	Ergostane steroids	0.3333333333333333	1.0	0.6465928	ISDB	RDBOKLTXJDYSFQ-ABMOCFRJSA-N	InChI=1S/C27H40/c1-18(2)9-8-10-19(3)25-13-14-26-24-17-21-11-6-7-12-22(21)20(4)23(24)15-16-27(25,26)5/h6,11,17-19,25-26H,7-10,12-16H2,1-5H3/t19-,25-,26+,27-/m1/s1	Cc1c2c(cc3c1CC[C@@]1(C)[C@H]3CC[C@@H]1[C@H](C)CCCC(C)C)C=CCC2	C27H40		364.31300128	RDBOKLTXJDYSFQ	Terpenoids	Steroids	Ergostane steroids	Ixodes ricinus	493144.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Arachnida']	['Ixodida']	['Ixodidae']	['Unknown']	['Ixodes']	['Ixodes ricinus']		['Eukaryota']	['Metazoa']	['Arthropoda']							3	3	6.646592795848846	1
280	1460	-1							1.0	0.36795384	ISDB	QLQHWWCSCLZUMA-KKUMJFAQSA-N	InChI=1S/C19H27N3O7/c1-10(2)7-13(20)17(26)21-14(9-16(24)25)18(27)22-15(19(28)29)8-11-3-5-12(23)6-4-11/h3-6,10,13-15,23H,7-9,20H2,1-2H3,(H,21,26)(H,22,27)(H,24,25)(H,28,29)/t13-,14-,15-/m0/s1	CC(C)C[C@H](N)C(O)=N[C@@H](CC(=O)O)C(O)=N[C@@H](Cc1ccc(O)cc1)C(=O)O	C19H27N3O7		409.184900204	QLQHWWCSCLZUMA	Amino acids and Peptides|Shikimates and Phenylpropanoids	Small peptides	Aminoacids|Dipeptides	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']		['Eukaryota']									1	0	1.3679538369178772	1
281	1430	-1							1.0	0.3034217	ISDB	BQVUABVGYYSDCJ-ZFWWWQNUSA-N	InChI=1S/C17H23N3O3/c1-10(2)7-13(18)16(21)20-15(17(22)23)8-11-9-19-14-6-4-3-5-12(11)14/h3-6,9-10,13,15,19H,7-8,18H2,1-2H3,(H,20,21)(H,22,23)/t13-,15-/m0/s1	CC(C)C[C@H](N)C(O)=N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O	C17H23N3O3		317.173941596	BQVUABVGYYSDCJ	Amino acids and Peptides|Shikimates and Phenylpropanoids	Small peptides	Aminoacids|Dipeptides	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']		['Eukaryota']									1	0	1.3034217059612274	1
282	1422	-1							2.0	0.3852622	ISDB	BMDMRPRGJZSKOI-BVNLDUDUSA-N	InChI=1S/C23H34O3/c1-6-19-15-20(24)23(22(26-23)21(19)25)14-13-18(5)12-8-11-17(4)10-7-9-16(2)3/h9,11,13,15,21-22,25H,6-8,10,12,14H2,1-5H3/b17-11+,18-13+/t21-,22-,23+/m1/s1	CCC1=CC(=O)[C@]2(C/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@@H]2[C@@H]1O	C23H34O3		358.250794948	BMDMRPRGJZSKOI	Terpenoids	Meroterpenoids	Merosesquiterpenoids	Penicillium	199764.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Eurotiomycetes']	['Eurotiales']	['Trichocomaceae']	['Unknown']	['Penicillium']	['Unknown']		['Eukaryota']									1	0	1.3852621912956238	1
285	1342	128	Fatty acids	1.0	Fatty acyls|Fatty Acids and Conjugates	1.0	Fatty alcohols|Unsaturated fatty acids	1.0	1.0	0.8064439	ISDB	ODOHBJISRZXRAM-ALCCZGGFSA-N	InChI=1S/C21H30/c1-3-5-7-9-11-13-15-17-19-21-20-18-16-14-12-10-8-6-4-2/h1-2,5,7H,6,8-14,16,18-21H2/b7-5-	C#C/C=C\CCCC#CCCCCCCCCCCC#C	C21H30		282.23475096	ODOHBJISRZXRAM	Fatty acids	Fatty acyls|Fatty Acids and Conjugates	Fatty alcohols|Unsaturated fatty acids	Callyspongia	1031750.0	['Eukaryota']	['Metazoa']	['Porifera']	['Demospongiae']	['Haplosclerida']	['Callyspongiidae']	['Unknown']	['Callyspongia']	['Unknown']		['Eukaryota']	['Metazoa']								2	3	5.806443929672241	1
287	1287	-1							1.0	0.66041505	ISDB	AXSZNOPJKXHJAB-UHFFFAOYSA-N	InChI=1S/C21H32O/c1-4-14-6-8-18-17-7-5-15-13-16(22)9-11-21(15,3)19(17)10-12-20(14,18)2/h4-5,14,16-19,22H,1,6-13H2,2-3H3	C=CC1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	C21H32O		300.245315644	AXSZNOPJKXHJAB	Terpenoids	Steroids	Pregnane steroids	Muricea californica	3677537.0	['Eukaryota']	['Metazoa']	['Cnidaria']	['Anthozoa']	['Alcyonacea']	['Plexauridae']	['Unknown']	['Muricea']	['Muricea californica']		['Eukaryota']	['Metazoa']								2	0	2.6604150533676147	1
291	1228	-1							51.0	0.4250385	ISDB	TWPKVIVCLJTFPY-UHFFFAOYSA-N	InChI=1S/C21H34O3/c1-15-8-9-16-18(2,3)10-7-11-20(16,5)21(15)13-12-19(4,24-21)14-17(22)23-6/h8,16H,7,9-14H2,1-6H3	COC(=O)CC1(C)CCC2(O1)C(C)=CCC1C(C)(C)CCCC12C	C21H34O3		334.250794948	TWPKVIVCLJTFPY	Terpenoids	Diterpenoids		Delia coronariae	4360251.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Diptera']	['Anthomyiidae']	['Unknown']	['Delia']	['Delia coronariae']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']						4	0	4.4250384867191315	1
292	1224	-1							1.0	0.51641417	ISDB							MKCVLTRITQNGQI						['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	0.5164141654968262	1
293	1214	14	Fatty acids	0.4177215189873418	Fatty Acids and Conjugates	0.25316455696202533	Unsaturated fatty acids	0.16455696202531644	3.0	0.40369353	ISDB	QYDYPVFESGNLHU-KHPPLWFESA-N	InChI=1S/C19H36O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21-2/h10-11H,3-9,12-18H2,1-2H3/b11-10-	CCCCCCCC/C=C\CCCCCCCC(=O)OC	C19H36O2		296.271530392	QYDYPVFESGNLHU	Fatty acids	Fatty esters	Wax monoesters	Acyrthosiphon pisum	814484.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hemiptera']	['Aphididae']	['Macrosiphini']	['Acyrthosiphon']	['Acyrthosiphon pisum']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']						4	1	5.403693526983261	1
295	1203	-1							1.0	0.32088697	ISDB							FNWHWQRMBFJYJZ						['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	0.3208869695663452	1
296	1169	-1							1.0	0.5060631	ISDB							MKCVLTRITQNGQI						['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	0.5060631036758423	1
297	1142	-1							3.0	0.3007101	ISDB	APZYKUZPJCQGPP-UHFFFAOYSA-N	InChI=1S/C17H23NO3/c19-17(18-10-4-1-5-11-18)7-3-2-6-14-8-9-15-16(12-14)21-13-20-15/h8-9,12H,1-7,10-11,13H2	O=C(CCCCc1ccc2c(c1)OCO2)N1CCCCC1	C17H23NO3		289.167793596	APZYKUZPJCQGPP	Alkaloids	Lysine alkaloids	Piperidine alkaloids	Piper swartzianum	366805.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Piperales']	['Piperaceae']	['Unknown']	['Piper']	['Piper swartzianum']		['Eukaryota']									1	0	1.3007101118564606	1
300	1106	193	Alkaloids	0.5	Tyrosine alkaloids	0.5			1.0	0.41017205	ISDB	ZWKNRTYDZIWZBH-INIZCTEOSA-N	InChI=1S/C19H19NO3/c1-20(2)10-16(21)15-9-17-19(23-11-22-17)18-13-6-4-3-5-12(13)7-8-14(15)18/h3-9,16,21H,10-11H2,1-2H3/t16-/m0/s1	CN(C)C[C@H](O)c1cc2c(c3c1ccc1ccccc13)OCO2	C19H19NO3		309.136493468	ZWKNRTYDZIWZBH	Alkaloids	Tyrosine alkaloids		Stephania tetrandra	775499.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Menispermaceae']	['Cissampelideae']	['Stephania']	['Stephania tetrandra']		['Eukaryota']									1	2	3.4101720452308655	1
302	1081	83	Fatty acids	0.16666666666666666	Fatty Acids and Conjugates	0.16666666666666666			1.0	0.36106685	ISDB	BEAQKKODETVWOS-JWPKELMXSA-N	InChI=1S/C15H19NO/c1-4-5-6-7-8-9-10-11-15(17)16-13-12-14(2)3/h4-5,10-11,14H,12-13H2,1-3H3,(H,16,17)/b5-4-,11-10+	C/C=C\C#CC#C/C=C/C(O)=NCCC(C)C	C15H19NO		229.146664228	BEAQKKODETVWOS	Fatty acids	Fatty Acids and Conjugates		Achillea wilhelmsii	345824.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Anthemideae']	['Achillea']	['Achillea wilhelmsii']		['Eukaryota']									1	2	3.361066848039627	1
304	1053	133	Terpenoids	0.3333333333333333	Diterpenoids	0.3333333333333333	Cembrane diterpenoids	0.3333333333333333	1.0	0.0	MS1_match	HRDQGQBHRFWIQU-UHFFFAOYSA-N	InChI=1S/C28H40O5/c1-5-8-27(29)32-18-22(4)25-14-12-21(3)16-26-17-24(20-31-26)11-7-10-23(13-15-25)19-33-28(30)9-6-2/h10,12,17,20,25H,4-9,11,13-16,18-19H2,1-3H3	C=C(COC(=O)CCC)C1CC=C(C)Cc2cc(co2)CCC=C(COC(=O)CCC)CC1	C28H40O5	pos_1_1sodium1acetonitrile	456.28757438	HRDQGQBHRFWIQU	Terpenoids	Diterpenoids	Cembrane diterpenoids	Crematogaster brevis	3255664.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Crematogastrini']	['Crematogaster']	['Crematogaster brevis']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']				6	3	9.0	1
306	1036	264	Alkaloids	0.3333333333333333	Lysine alkaloids	0.3333333333333333	Piperidine alkaloids	0.3333333333333333	1.0	0.5844358	ISDB	YGEPXHUKZDDRBW-WEVVVXLNSA-N	InChI=1S/C19H25NO3/c21-19(20-12-6-3-7-13-20)9-5-2-1-4-8-16-10-11-17-18(14-16)23-15-22-17/h5,9-11,14H,1-4,6-8,12-13,15H2/b9-5+	O=C(/C=C/CCCCc1ccc2c(c1)OCO2)N1CCCCC1	C19H25NO3		315.18344366	YGEPXHUKZDDRBW	Alkaloids	Lysine alkaloids	Piperidine alkaloids	Piper puberulum	756214.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Piperales']	['Piperaceae']	['Unknown']	['Piper']	['Piper puberulum']		['Eukaryota']									1	3	4.584435820579529	1
309	1034	68	Terpenoids	0.6666666666666666	Cyclic polyketides	0.6666666666666666	Prenyl quinone meroterpenoids	0.3333333333333333	3.0	0.66245365	ISDB	PCCFNLPWOFTZPJ-RVBZMBCESA-N	InChI=1S/C13H18O4/c1-13-7-6-10(14)8(2-5-12(16)17)9(13)3-4-11(13)15/h8-9H,2-7H2,1H3,(H,16,17)/t8-,9-,13-/m0/s1	C[C@]12CCC(=O)[C@@H](CCC(=O)O)[C@@H]1CCC2=O	C13H18O4		238.120509056	PCCFNLPWOFTZPJ	Terpenoids			Apis cerana	625771.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Apidae']	['Apini']	['Apis']	['Apis cerana']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']					5	1	6.662453651428223	1
310	1019	-1							1.0	0.37082776	ISDB	MIDZLCFIAINOQN-WPRPVWTQSA-N	InChI=1S/C12H16N2O3/c1-8(12(16)17)14-11(15)10(13)7-9-5-3-2-4-6-9/h2-6,8,10H,7,13H2,1H3,(H,14,15)(H,16,17)/t8-,10-/m0/s1	C[C@H](N=C(O)[C@@H](N)Cc1ccccc1)C(=O)O	C12H16N2O3		236.116092372	MIDZLCFIAINOQN	Amino acids and Peptides|Shikimates and Phenylpropanoids	Small peptides	Aminoacids	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']		['Eukaryota']									1	0	1.3708277642726898	1
311	1002	-1							17.0	0.36108676	ISDB	QFEPEWCZGTYFET-SPODAUKWSA-N	InChI=1S/C23H36O3/c1-8-21(5,26-16(2)3)15-12-18-17(4)10-11-19-22(18,6)13-9-14-23(19,7)20(24)25/h8,18-19H,1-2,4,9-15H2,3,5-7H3,(H,24,25)/t18?,19?,21-,22-,23+/m1/s1	C=C[C@](C)(CCC1C(=C)CCC2[C@@](C)(C(=O)O)CCC[C@]12C)OC(=C)C	C23H36O3		360.266445012	QFEPEWCZGTYFET	Terpenoids	Diterpenoids	Labdane diterpenoids	Apis	52851.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Apidae']	['Apini']	['Apis']	['Unknown']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']					5	0	5.361086755990982	1
312	1000	-1							1.0	0.5657723	ISDB	YGEPXHUKZDDRBW-WEVVVXLNSA-N	InChI=1S/C19H25NO3/c21-19(20-12-6-3-7-13-20)9-5-2-1-4-8-16-10-11-17-18(14-16)23-15-22-17/h5,9-11,14H,1-4,6-8,12-13,15H2/b9-5+	O=C(/C=C/CCCCc1ccc2c(c1)OCO2)N1CCCCC1	C19H25NO3		315.18344366	YGEPXHUKZDDRBW	Alkaloids	Lysine alkaloids	Piperidine alkaloids	Piper puberulum	756214.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Piperales']	['Piperaceae']	['Unknown']	['Piper']	['Piper puberulum']		['Eukaryota']									1	0	1.565772294998169	1
315	973	29	Fatty acids	0.5151515151515151	Fatty acyls	0.36363636363636365	Piperidine alkaloids	0.24242424242424243	1.0	0.0	MS1_match	DXVYLFHTJZWTRF-UHFFFAOYSA-N	InChI=1S/C7H14O/c1-4-7(8)5-6(2)3/h6H,4-5H2,1-3H3	CCC(=O)CC(C)C	C7H14O	pos_2MHNH3	114.104465068	DXVYLFHTJZWTRF	Fatty acids	Fatty acyls	Oxygenated hydrocarbons	Pogonomyrmex rugosus	1042743.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Pogonomyrmecini']	['Pogonomyrmex']	['Pogonomyrmex rugosus']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']				6	2	8.0	1
316	927	-1							1.0	0.31509653	ISDB	AYPOOQWQTQIRFW-ZRCGQRJVSA-N	InChI=1S/C25H28O4/c1-15(2)9-11-19-16(3)10-12-20(17-7-5-4-6-8-17)23(19)25(29)24-21(27)13-18(26)14-22(24)28/h4-10,13-14,19-20,23,26-28H,11-12H2,1-3H3/t19-,20+,23-/m1/s1	CC(C)=CC[C@@H]1C(C)=CC[C@@H](c2ccccc2)[C@@H]1C(=O)c1c(O)cc(O)cc1O	C25H28O4		392.198759376	AYPOOQWQTQIRFW	Shikimates and Phenylpropanoids	Flavonoids	Chalcones	Boesenbergia rotunda	55241.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Zingiberales']	['Zingiberaceae']	['Unknown']	['Boesenbergia']	['Boesenbergia rotunda']		['Eukaryota']									1	0	1.315096527338028	1
318	926	-1							1.0	0.62365013	ISDB	JDPZMMGKJNMRBW-WNENLGFLSA-N	InChI=1S/C24H29NO9/c1-32-18-12-15(5-9-20(28)25-11-10-14-2-6-16(27)7-3-14)4-8-17(18)33-24-23(31)22(30)21(29)19(13-26)34-24/h2-9,12,19,21-24,26-27,29-31H,10-11,13H2,1H3,(H,25,28)/b9-5+/t19-,21-,22+,23-,24-/m1/s1	COc1cc(/C=C/C(O)=NCCc2ccc(O)cc2)ccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C24H29NO9		475.184231508	JDPZMMGKJNMRBW	Shikimates and Phenylpropanoids	Diarylheptanoids	Linear diarylheptanoids	Stephania longa	567682.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Menispermaceae']	['Cissampelideae']	['Stephania']	['Stephania longa']		['Eukaryota']									1	0	1.6236501336097717	1
319	922	208	Fatty acids	0.5	Fatty esters	0.5	Wax monoesters	0.5	1.0	0.38212973	ISDB	LIAIVEVJGWDXOQ-TXAWQTNTSA-N	InChI=1S/C17H26O4/c1-13(2)11-17(19)20-10-9-14(3)7-6-8-15(4)12-21-16(5)18/h6-9,13H,10-12H2,1-5H3/b7-6+,14-9?,15-8-	CC(=O)OC/C(C)=C\C=C\C(C)=CCOC(=O)CC(C)C	C17H26O4		294.183109312	LIAIVEVJGWDXOQ	Fatty acids	Fatty esters	Wax monoesters	Picradeniopsis multiflora	7051480.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Bahieae']	['Picradeniopsis']	['Picradeniopsis multiflora']		['Eukaryota']									1	3	4.382129728794098	1
321	920	14	Fatty acids	0.4177215189873418	Fatty Acids and Conjugates	0.25316455696202533	Unsaturated fatty acids	0.16455696202531644	45.0	0.72047424	ISDB	JAZBEHYOTPTENJ-JLNKQSITSA-N	InChI=1S/C20H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h3-4,6-7,9-10,12-13,15-16H,2,5,8,11,14,17-19H2,1H3,(H,21,22)/b4-3-,7-6-,10-9-,13-12-,16-15-	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O	C20H30O2		302.2245802	JAZBEHYOTPTENJ	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids	Arbacia punctulata	616569.0	['Eukaryota']	['Metazoa']	['Echinodermata']	['Echinoidea']	['Arbacoida']	['Arbaciidae']	['Unknown']	['Arbacia']	['Arbacia punctulata']		['Eukaryota']	['Metazoa']								2	3	5.7204742431640625	1
328	905	14	Fatty acids	0.4177215189873418	Fatty Acids and Conjugates	0.25316455696202533	Unsaturated fatty acids	0.16455696202531644	67.0	0.34723362	ISDB	MZPNVEOVZSHYMZ-NTXGJNAHSA-N	InChI=1S/C30H46O3/c1-19(8-7-9-20(2)25(32)33)21-12-14-28(6)23-11-10-22-26(3,4)24(31)13-15-29(22)18-30(23,29)17-16-27(21,28)5/h9,19,21-23H,7-8,10-18H2,1-6H3,(H,32,33)/b20-9+/t19-,21-,22+,23+,27-,28+,29-,30+/m1/s1	C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)C(=O)CC[C@@]45C[C@@]35CC[C@]12C)C(=O)O	C30H46O3		454.344695332	MZPNVEOVZSHYMZ	Terpenoids	Triterpenoids	Cycloartane triterpenoids	Apis mellifera	461645.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Apidae']	['Apini']	['Apis']	['Apis mellifera']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']					5	0	5.34723362326622	1
329	900	-1							1.0	0.5692212	ISDB	PDQDCFBVYXEFSD-SRVKXCTJSA-N	InChI=1S/C16H29N3O6/c1-8(2)5-10(17)14(22)18-11(6-9(3)4)15(23)19-12(16(24)25)7-13(20)21/h8-12H,5-7,17H2,1-4H3,(H,18,22)(H,19,23)(H,20,21)(H,24,25)/t10-,11-,12-/m0/s1	CC(C)C[C@H](N)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](CC(=O)O)C(=O)O	C16H29N3O6		359.205635648	PDQDCFBVYXEFSD	Amino acids and Peptides			Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']		['Eukaryota']									1	0	1.5692211985588074	1
330	847	47	Amino acids and Peptides|Shikimates and Phenylpropanoids	1.0	Small peptides	1.0	Aminoacids	1.0	2.0	0.38973895	ISDB	UPJONISHZRADBH-XPUUQOCRSA-N	InChI=1S/C10H18N2O5/c1-5(2)8(11)9(15)12-6(10(16)17)3-4-7(13)14/h5-6,8H,3-4,11H2,1-2H3,(H,12,15)(H,13,14)(H,16,17)/t6-,8-/m0/s1	CC(C)[C@H](N)C(O)=N[C@@H](CCC(=O)O)C(=O)O	C10H18N2O5		246.121571676	UPJONISHZRADBH	Amino acids and Peptides|Shikimates and Phenylpropanoids	Small peptides	Aminoacids	Glycine max	681762.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fabales']	['Fabaceae']	['Phaseoleae']	['Glycine']	['Glycine max']		['Eukaryota']									1	3	4.389738947153091	1
331	845	37	Amino acids and Peptides|Shikimates and Phenylpropanoids	0.25	Small peptides	0.25	Aminoacids|Dipeptides	0.25	1.0	0.39255795	ISDB	RCFDOSNHHZGBOY-ACZMJKKPSA-N	InChI=1S/C9H18N2O3/c1-4-5(2)7(10)8(12)11-6(3)9(13)14/h5-7H,4,10H2,1-3H3,(H,11,12)(H,13,14)/t5-,6-,7-/m0/s1	CC[C@H](C)[C@H](N)C(O)=N[C@@H](C)C(=O)O	C9H18N2O3		202.131742436	RCFDOSNHHZGBOY	Amino acids and Peptides|Shikimates and Phenylpropanoids	Small peptides	Aminoacids|Dipeptides	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']		['Eukaryota']									1	3	4.3925579488277435	1
332	827	14	Fatty acids	0.4177215189873418	Fatty Acids and Conjugates	0.25316455696202533	Unsaturated fatty acids	0.16455696202531644	1.0	0.0	MS1_match	ZQPPMHVWECSIRJ-KTKRTIGZSA-N	InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-	CCCCCCCC/C=C\CCCCCCCC(=O)O	C18H34O2	pos_1_1proton1acetonitrile	282.255880328	ZQPPMHVWECSIRJ	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids	Oecophylla smaragdina	1083670.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']	['Oecophyllini']	['Oecophylla']	['Oecophylla smaragdina']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Formicidae']				6	3	9.0	1
333	809	29	Fatty acids	0.5151515151515151	Fatty acyls	0.36363636363636365	Piperidine alkaloids	0.24242424242424243	1.0	0.42221805	ISDB							RWIWYOYWKCQSCN						['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	0.42221805453300476	1
