rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
29	1	1	1	0.9805957101016447	-23.557872080781166	0.9999999999999999	25.801128611355526	C20H29N3O4	[M + H]+	CIJLNXXMDUOFPH	InChI=1S/C20H29N3O4/c1-3-13(2)17(21)19(25)23-11-7-10-16(23)18(24)22-15(20(26)27)12-14-8-5-4-6-9-14/h4-6,8-9,13,15-17H,3,7,10-12,21H2,1-2H3,(H,22,24)(H,26,27)	(2S)-2-[[(2S)-1-[(2S,3S)-2-amino-3-methylpentanoyl]pyrrolidine-2-carbonyl]amino]-3-phenylpropanoic acid	CCC(C)C(C(=O)N1CCCC1C(=O)NC(CC2=CC=CC=C2)C(=O)O)N	1.730636	16741021;18221877;72200404	PubChem:(16741021 18221877 72200404);PubMed;PubChem class - bio and metabolites	16777282	376.2233428955078	97.294	3596_mapp_batch_00010_sirius_259
30	1	1	1	0.977849457349255	-5.902233726161367	0.9999999999999999	65.94353698390746	C20H22O3	[M + H]+	XNEFYCZVKIDDMS	InChI=1S/C20H22O3/c1-20(2,3)16-9-5-14(6-10-16)18(21)13-19(22)15-7-11-17(23-4)12-8-15/h5-12H,13H2,1-4H3	Avobenzona	CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC	4.80000019	51040	SuperNatural:(SN00000072);ZINC bio:(ZINC00000973);additional;HSDB:(70356-09-1);MeSH:(51040);PubMed;NORMAN:(NS00002639);COCONUT:(CNP0248105);PubChem:(51040);CHEBI:(134751);PubChem class - safety and toxic;Training Set;PubChem class - drug	104620646	311.1641540527344	342.494	1646_mapp_batch_00010_sirius_3027
31	1	1	1	0.975928319956538	-37.79092753445792	0.9999999999999999	28.263030124190447	C25H39NO3	[M + H]+	OIDVFUQQVKYQTG	InChI=1S/C25H39NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-17-20-24(27)26-23(25(28)29)21-22-18-15-14-16-19-22/h7-8,14-16,18-19,23H,2-6,9-13,17,20-21H2,1H3,(H,26,27)(H,28,29)	null	CCCCCCC=CCCCCCCCC(=O)NC(CC1=CC=CC=C1)C(=O)O	7.5	89825075;137955116	COCONUT:(CNP0168970);Training Set;PubChem:(89825075 137955116);additional	2637826	402.30030822753906	352.34	1254_mapp_batch_00010_sirius_1675
32	1	1	1	0.9744982877050776	-72.98987818130922	0.9999999999999999	59.97102321661863	C19H29N3O5	[M + H]+	ZNGPROMGGGFOAA	InChI=1S/C19H29N3O5/c1-10(2)15(20)18(25)21-14(9-12-5-7-13(23)8-6-12)17(24)22-16(11(3)4)19(26)27/h5-8,10-11,14-16,23H,9,20H2,1-4H3,(H,21,25)(H,22,24)(H,26,27)	valyltyrosylvaline	CC(C)C(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(C(C)C)C(=O)O)N	1.10223615	334518;7015709;7015710;71371231;71371232;92259309;92259310;99722899	PubChem:(334518 7015709 7015710 71371231 71371232 92259309 92259310 99722899);CHEBI:(75022);ZINC bio:(ZINC02516170)	8226	380.2183532714844	57.02	2796_mapp_batch_00010_sirius_965
33	1	1	1	0.9722024041283234	-1.0613439465918468	0.9999999999999999	42.9545715148373	C14H20N2O3	[M + H]+	GJNDXQBALKCYSZ	InChI=1S/C14H20N2O3/c1-9(2)12(15)13(17)16-11(14(18)19)8-10-6-4-3-5-7-10/h3-7,9,11-12H,8,15H2,1-2H3,(H,16,17)(H,18,19)	valylphenylalanine	CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)N	1.10774088	144746;6993119;6993120;14212831;36689042;36689043;36689044;36689045;36689046;44369299;61157144;61172246;79012900;103869001	COCONUT:(CNP0087132);HMDB:(29134);PubChem:(144746 6993119 6993120 14212831 36689042 36689043 36689044 36689045 36689046 44369299 61157144 61172246 79012900 103869001);SuperNatural:(SN00036122 SN00036119 SN00036120 SN00036121);CHEBI:(75016);ZINC bio:(ZINC01605725 ZINC01605726 ZINC01605727 ZINC01605728);additional;Training Set;PubMed	3694698	265.1549377441406	64.772	587_mapp_batch_00010_sirius_867
34	1	1	1	0.9710688690008905	-217.46525097397503	0.9999999999999999	66.49345611497176	C20H28N4O4	[M + H]+	NITYDPDXAAFEIT	InChI=1S/C20H28N4O4/c1-12(2)8-13(10-18(25)24-28)19(26)23-17(20(27)21-3)9-14-11-22-16-7-5-4-6-15(14)16/h4-7,11-13,17,22,28H,8-10H2,1-3H3,(H,21,27)(H,23,26)(H,24,25)	Galardin	CC(C)CC(CC(=O)NO)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC	1.73944628	3498;132519;10524337;10524338;9908331;17754001;59085180;58826008	COCONUT:(CNP0325457);PubChem:(3498 132519 10524337 10524338 9908331 17754001 59085180 58826008);CHEBI:(137236);ZINC bio:(ZINC03780014);additional;PubChem class - bio and metabolites;MeSH:(132519 9908331);Training Set;PubMed	19423334	389.21844482421875	97.731	1623_mapp_batch_00010_sirius_4823
35	1	1	1	0.9688131156072771	-51.22825772329306	0.9999999999999999	36.790348817850074	C16H24N2O3	[M + H]+	DJBPSNXKZLENEZ	InChI=1S/C16H24N2O3/c1-11(2)9-13(17)15(19)18-14(16(20)21-3)10-12-7-5-4-6-8-12/h4-8,11,13-14H,9-10,17H2,1-3H3,(H,18,19)	methyl L-leucyl-D-phenylalaninate	CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)OC)N	1.96668208	1549943;1549944;1549945;1549946;1549947;1549948;1549949;1549950;437682;4359730;6347566;6993125;58319701	COCONUT:(CNP0169104 CNP0360942);PubChem:(1549943 1549944 1549945 1549946 1549947 1549948 1549949 1549950 437682 4359730 6347566 6993125 58319701);SuperNatural:(SN00050583 SN00050580 SN00050581 SN00050582);ZINC bio:(ZINC01605752 ZINC01605753 ZINC01605754 ZINC01605755);PubMed;KEGG Mine	8593088578	293.1858825683594	115.303	4772_mapp_batch_00010_sirius_3690
36	1	1	1	0.9654643727074455	-24.908661783293503	0.9999999999999999	50.470072926268635	C27H42N2O3	[M + H]+	YFPVRCYDDXYINM	InChI=1S/C27H42N2O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-19-26(30)29-25(27(31)32)20-22-21-28-24-18-16-15-17-23(22)24/h15-18,21,25,28H,2-14,19-20H2,1H3,(H,29,30)(H,31,32)	N-Palmitoyltryptophan	CCCCCCCCCCCCCCCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O	7.53863621	389045;10321153;102365168	COCONUT:(CNP0203932);Natural Products:(UNPD104956);PubChem:(389045 10321153 102365168)	2129922	443.3270263671875	362.089	4187_mapp_batch_00010_sirius_114
37	1	1	1	0.9579095986103744	-4.151985710115682	0.9999999999999999	39.9299002598662	C9H9NO3	[M + H]+	QIAFMBKCNZACKA	InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)	hippurate	C1=CC=C(C=C1)C(=O)NCC(=O)O	0.600287497	464;4402710;10702514;12196855;10080996;10081033;21724896;87502669;101624378;121225314;131875852	HMDB:(714 62583);SuperNatural:(SN00343500 SN00117207);ZINC bio:(ZINC00097685);additional;MeSH:(464);Plantcyc:(CPD-425);PubMed;NORMAN:(NS00013745);COCONUT:(CNP0076185 CNP0081667 CNP0201196);KNApSAcK:(30483);Natural Products:(UNPD111463);PubChem:(464 4402710 10702514 12196855 10080996 10081033 21724896 87502669 101624378 121225314 131875852);CHEBI:(18089 606565);PubChem class - bio and metabolites;KEGG:(C01586);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD-425)	121563518	180.0654754638672	62.91100000000001	4375_mapp_batch_00010_sirius_7201
38	1	1	1	0.9531850874309075	-1.5886060045851231	0.9999999999999999	38.76883116237319	C11H14N2O3	[M + H]+	JBCLFWXMTIKCCB	InChI=1S/C11H14N2O3/c12-7-10(14)13-9(11(15)16)6-8-4-2-1-3-5-8/h1-5,9H,6-7,12H2,(H,13,14)(H,15,16)	Maybridge1_006768	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CN	-0.0296252836	1549344;92953;97415;182174;4690601;7092603;23278179;101708635	HMDB:(28848);SuperNatural:(SN00050545 SN00072136);ZINC bio:(ZINC01569529 ZINC04081371);additional;MeSH:(92953 97415 182174);PubMed;NORMAN:(NS00042948);COCONUT:(CNP0209372);Natural Products:(UNPD149159);PubChem:(1549344 92953 97415 182174 4690601 7092603 23278179 101708635);CHEBI:(73912 137014 133047);PubChem class - bio and metabolites;Training Set;Biocyc:(CPD-20345)	20768878	223.10784912109375	49.11	3974_mapp_batch_00010_sirius_5812
39	1	1	1	0.9514955045681569	-0.8114728792907587	0.9999999999999999	115.41712314196937	C13H16N2O5	[M + H]+	YZQCXOFQZKCETR	InChI=1S/C13H16N2O5/c14-9(7-11(16)17)12(18)15-10(13(19)20)6-8-4-2-1-3-5-8/h1-5,9-10H,6-7,14H2,(H,15,18)(H,16,17)(H,19,20)	alpha-Asp-Phe	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)N	-0.419119209	93078;3317082;7045801;6427012;12800343;12800344;12800345;22790904;70405797	HMDB:(706);ZINC bio:(ZINC03645672);additional;MeSH:(93078 7045801);PubMed;NORMAN:(NS00014795);COCONUT:(CNP0269528);PubChem:(93078 3317082 7045801 6427012 12800343 12800344 12800345 22790904 70405797);CHEBI:(73830);PubChem class - bio and metabolites;Training Set;Biocyc:(CPD-20351);KEGG Mine	8609622126	281.1135559082031	51.393	3444_mapp_batch_00010_sirius_3536
40	1	1	1	0.9512745624816226	-1.0083763634515384	0.9999999999999999	132.00316157263305	C13H17N3O4	[M + H]+	OMSMPWHEGLNQOD	InChI=1S/C13H17N3O4/c14-9(7-11(15)17)12(18)16-10(13(19)20)6-8-4-2-1-3-5-8/h1-5,9-10H,6-7,14H2,(H2,15,17)(H,16,18)(H,19,20)	L-Phenylalanine, L-asparaginyl-	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)N)N	-0.897579372	11471482;18218184;61173661;103868994	HMDB:(28738);PubChem:(11471482 18218184 61173661 103868994);CHEBI:(141424);additional;PubChem class - bio and metabolites;Training Set;PubMed	17317994	280.1291198730469	47.153	2834_mapp_batch_00010_sirius_509
41	1	1	1	0.9507003235635816	-1.6874615749229716	0.9999999999999999	47.165735611893744	C14H20N2O4	[M + H]+	VEYJKJORLPYVLO	InChI=1S/C14H20N2O4/c1-8(2)12(15)13(18)16-11(14(19)20)7-9-3-5-10(17)6-4-9/h3-6,8,11-12,17H,7,15H2,1-2H3,(H,16,18)(H,19,20)	Valyltyrosine	CC(C)C(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)O)N	0.684945822	4065033;7009554;7009555;40492425;40492428;40492430;44369269;61158268;61160389;79013158;103870727	COCONUT:(CNP0054751);HMDB:(29139);Natural Products:(UNPD48674);PubChem:(4065033 7009554 7009555 40492425 40492428 40492430 44369269 61158268 61160389 79013158 103870727);SuperNatural:(SN00324296);CHEBI:(73703);ZINC bio:(ZINC02384776);additional;MeSH:(4065033 7009555);Training Set;PubMed	3727470	281.14971923828125	38.95	4445_mapp_batch_00010_sirius_7659
42	1	1	1	0.9476913425469139	-0.6703175866795608	0.9999999999999999	86.81844379252865	C14H19N3O5	[M + H]+	KGNSGRRALVIRGR	InChI=1S/C14H19N3O5/c15-10(5-6-12(16)19)13(20)17-11(14(21)22)7-8-1-3-9(18)4-2-8/h1-4,10-11,18H,5-7,15H2,(H2,16,19)(H,17,20)(H,21,22)	L-Tyrosine, L-glutaminyl-	C1=CC(=CC=C1CC(C(=O)O)NC(=O)C(CCC(=O)N)N)O	-0.871161759	9972600;18218214;129889113	HMDB:(28809);Training Set;PubChem:(9972600 18218214 129889113);CHEBI:(141432);additional	540714	310.13963317871094	28.591	1855_mapp_batch_00010_sirius_1106
43	1	1	1	0.9449431365318449	-245.28351177706318	0.9999999999999999	71.52015331312748	C24H31N3O5	[M + H]+	GGMURINELPSPEF	InChI=1S/C24H31N3O5/c1-15(2)20(22(29)26-19(24(31)32)14-17-11-7-4-8-12-17)27-23(30)21(28)18(25)13-16-9-5-3-6-10-16/h3-12,15,18-21,28H,13-14,25H2,1-2H3,(H,26,29)(H,27,30)(H,31,32)	Phebestin	CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(C(CC2=CC=CC=C2)N)O	1.97283471	3075601;3648826;58263393;69622101	COCONUT:(CNP0327098);KNApSAcK:(16297);Natural Products:(UNPD90349);PubChem:(3075601 3648826 58263393 69622101);SuperNatural:(SN00399376);MeSH:(3075601);PubChem class - safety and toxic;PubMed	70287446	442.2336730957031	110.942	1423_mapp_batch_00010_sirius_718
44	1	1	1	0.9413040385519803	-1.6412192979979139	0.9999999999999999	53.892958891803964	C14H18N2O5	[M + H]+	XMBSYZWANAQXEV	InChI=1S/C14H18N2O5/c15-10(6-7-12(17)18)13(19)16-11(14(20)21)8-9-4-2-1-3-5-9/h1-5,10-11H,6-8,15H2,(H,16,19)(H,17,18)(H,20,21)	(4S)-4-amino-5-[[(1S)-1-carboxy-2-phenylethyl]amino]-5-oxopentanoic acid	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CCC(=O)O)N	0.0300934985	18653118;19365626;64889716;104901999	COCONUT:(CNP0224845);HMDB:(29156);Natural Products:(UNPD137199);PubChem:(18653118 19365626 64889716 104901999);ZINC bio:(ZINC13508203);additional;Training Set;PubMed	2678858	295.1296691894531	52.261	1546_mapp_batch_00010_sirius_742
45	1	1	1	0.9397167140765045	-11.276200159616074	0.9999999999999999	131.86217536839405	C9H17NO5	[M + H]+	GHOKWGTUZJEAQD	InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)	vitamin B5	CC(C)(CO)C(C(=O)NCCC(=O)O)O	-1.10000002	988;6613;167945;5748353;5191579;6997253;57074123;71310749;90479988;101257666;133686971	HMDB:(210);PubChem class - food;SuperNatural:(SN00159658 SN00024327 SN00251994);ZINC bio:(ZINC05356858 ZINC18279942 ZINC19203125);additional;HSDB:(79-83-4);MeSH:(6613);Plantcyc:(PANTOTHENATE);PubMed;NORMAN:(NS00013937);COCONUT:(CNP0086464 CNP0153142);KNApSAcK:(1550);Natural Products:(UNPD178642 UNPD29488 UNPD209188);PubChem:(988 6613 167945 5748353 5191579 6997253 57074123 71310749 90479988 101257666 133686971);CHEBI:(29032 46905 7916 16454);PubChem class - bio and metabolites;KEGG:(C00864);PubChem class - safety and toxic;YMDB:(203);Training Set;PubChem class - drug;Biocyc:(CPD3DJ-34313 PANTOTHENATE SMA-0000145)	255847294	220.11823272705078	37.672	2205_mapp_batch_00010_sirius_3097
46	1	1	1	0.9377745402569676	-97.72735070603163	0.9999999999999999	42.86986022368216	C18H25N3O6	[M + H]+	JSGWNFKWZNPDAV	InChI=1S/C18H25N3O6/c1-10(2)15(17(25)20-13(18(26)27)9-14(22)23)21-16(24)12(19)8-11-6-4-3-5-7-11/h3-7,10,12-13,15H,8-9,19H2,1-2H3,(H,20,25)(H,21,24)(H,22,23)(H,26,27)	L-phenylalanyl-L-valyl-L-aspartic acid	CC(C)C(C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(CC1=CC=CC=C1)N	-0.00182888156	18223405;44232355	PubChem:(18223405 44232355);CHEBI:(73639)	34	380.18177795410156	80.393	2804_mapp_batch_00010_sirius_503
47	1	1	1	0.9363890373375183	-11.498578071791837	0.9999999999999999	45.41017709181817	C20H43NO2	[M + H]+	UFMHYBVQZSPWSS	InChI=1S/C20H43NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(23)19(21)18-22/h19-20,22-23H,2-18,21H2,1H3	C20 sphinganine	CCCCCCCCCCCCCCCCCC(C(CO)N)O	6.9000001	11616885;14048931;14048932;52950694;57339215;57765037	COCONUT:(CNP0043915 CNP0332214);PubChem:(11616885 14048931 14048932 52950694 57339215 57765037);CHEBI:(64905 64907 64887);Plantcyc:(CPD-13611);PubMed;Biocyc:(CPD-13611 CPD-10519)	2230370	330.3367919921875	296.213	4366_mapp_batch_00010_sirius_7200
48	1	1	1	0.933999525869893	-190.57795802832678	0.9999999999999999	22.12419182340927	C23H37NO3	[M + H]+	ZECSOKFEQQDUCP	InChI=1S/C23H37NO3/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-22(25)24-21(2)23(26)27/h7-8,10-11,13-14,16-17,21H,3-6,9,12,15,18-20H2,1-2H3,(H,24,25)(H,26,27)	arachidonoyl L-alanine	CCCCCC=CCC=CCC=CCC=CCCCC(=O)NC(C)C(=O)O	6.0	11581599;16759336;40846578;40846579;57349743;53394356;87565353;87497249;91535330;124514542;125183520;125183521	COCONUT:(CNP0150951);PubChem:(11581599 16759336 40846578 40846579 57349743 53394356 87565353 87497249 91535330 124514542 125183520 125183521);CHEBI:(132708 132071);additional;MeSH:(40846579);Training Set;PubMed	2637926	376.28477478027344	342.016	4370_mapp_batch_00010_sirius_3785
49	1	1	1	0.928117246075205	-48.99637774823171	0.9999999999999999	40.14253808096265	C24H27NO2	[M + H]+	FMJSMJQBSVNSBF	InChI=1S/C24H27NO2/c1-3-5-12-19(4-2)18-27-24(26)22(17-25)23(20-13-8-6-9-14-20)21-15-10-7-11-16-21/h6-11,13-16,19H,3-5,12,18H2,1-2H3	Octocrilene	CCCCC(CC)COC(=O)C(=C(C1=CC=CC=C1)C2=CC=CC=C2)C#N	7.0999999	22571;40501116;40424580;139024663	PubChem class - food;ZINC bio:(ZINC02522770 ZINC04975824);additional;MeSH:(22571);PubMed;NORMAN:(NS00010308);COCONUT:(CNP0162001);PubChem:(22571 40501116 40424580 139024663);CHEBI:(135526);PubChem class - safety and toxic;Training Set;PubChem class - drug	237789286	362.2115783691406	351.8	4945_mapp_batch_00010_sirius_4031
50	1	1	4	N/A	-359.6241595563094	0.03819095477386936	105.28644541445719	C23H44N6O12	[M + Na]+	DXIORKRGAWCDSD	InChI=1S/C23H44N6O12/c24-2-7-13(31)15(33)10(28)21(36-7)40-19-9-4-29-11-16(34)14(32)8(3-25)37-22(11)39-18-6(27)1-5(26)12(30)20(18)41-23(38-9)17(19)35/h5-23,29-35H,1-4,24-28H2	null	C1C(C(C2C(C1N)OC3C(C(C(C(O3)CN)O)O)NCC4C(C(C(O4)O2)O)OC5C(C(C(C(O5)CN)O)O)N)O)N	-8.0	5287961;21158777;44453026	PubChem:(5287961 21158777 44453026);PubMed;PubChem class - bio and metabolites	16777282	619.2879638671875	238.423	1305_mapp_batch_00010_sirius_698
51	1	1	8	0.9232264585208296	-95.97019600051763	0.49849246231155786	27.103846081036355	C28H36N4O8	[M + H]+	LJSZGHYBHHBKJA	InChI=1S/C28H36N4O8/c1-16(2)24(29)27(38)30-20(12-13-23(34)35)25(36)31-21(14-18-8-10-19(33)11-9-18)26(37)32-22(28(39)40)15-17-6-4-3-5-7-17/h3-11,16,20-22,24,33H,12-15,29H2,1-2H3,(H,30,38)(H,31,36)(H,32,37)(H,34,35)(H,39,40)	4-[(2-amino-3-methylbutanoyl)amino]-5-[[1-[(1-carboxy-2-phenylethyl)amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-5-oxopentanoic acid	CC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CC2=CC=CC=C2)C(=O)O)N	1.37859297	20049226	COCONUT:(CNP0113221);Natural Products:(UNPD28199);PubChem:(20049226);SuperNatural:(SN00251635)	3178498	557.2606811523438	99.182	3711_mapp_batch_00010_sirius_6066
52	1	1	5	N/A	-284.4287332637912	0.08291457286432162	34.08036815947582	C14H18BrNO	[M + H]+	MDSQYPIECGFRON	InChI=1S/C14H18BrNO/c15-13-7-5-12(6-8-13)11-14(17)16-9-3-1-2-4-10-16/h5-8H,1-4,9-11H2	1-[(4-bromophenyl)acetyl]azepane	C1CCCN(CC1)C(=O)CC2=CC=C(C=C2)Br	3.20000005	875268	PubChem:(875268);PubMed;CHEBI:(117006)	98	296.0652313232422	15.391	4004_mapp_batch_00010_sirius_64
53	1	1	1	0.9153207079534463	-22.08053112821111	0.9999999999999999	55.04928726941573	C17H25N3O5	[M + H]+	AFWYPMDMDYCKMD	InChI=1S/C17H25N3O5/c1-10(2)7-13(19-15(22)9-18)16(23)20-14(17(24)25)8-11-3-5-12(21)6-4-11/h3-6,10,13-14,21H,7-9,18H2,1-2H3,(H,19,22)(H,20,23)(H,24,25)	Glycyl-leucyl-tyrosine	CC(C)CC(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)O)NC(=O)CN	0.414082646	96817;259601;6992403;133126539	NORMAN:(NS00047893);MeSH:(96817);PubChem:(96817 259601 6992403 133126539);PubMed;ZINC bio:(ZINC01575534)	270406	352.18678283691406	60.881	2186_mapp_batch_00010_sirius_1167
54	1	1	1	0.9149926207217615	-44.44414750889036	0.9999999999999999	53.43582259368435	C18H19NO4	[M + H]+	FQNKTJPBXAZUGC	InChI=1S/C18H19NO4/c1-3-19(4-2)12-9-10-15(16(20)11-12)17(21)13-7-5-6-8-14(13)18(22)23/h5-11,20H,3-4H2,1-2H3,(H,22,23)	Oprea1_291995	CCN(CC)C1=CC(=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O)O	3.79999995	79878;54696396	NORMAN:(NS00033859);PubChem class - safety and toxic;Training Set;PubChem:(79878 54696396);PubMed	67387458	314.1387023925781	217.231	3212_mapp_batch_00010_sirius_3511
55	1	1	1	0.9115600495788428	-0.6955605558097837	0.9999999999999999	68.71965449011385	C12H16N2O4	[M + H]+	PPQRSMGDOHLTBE	InChI=1S/C12H16N2O4/c13-9(7-15)11(16)14-10(12(17)18)6-8-4-2-1-3-5-8/h1-5,9-10,15H,6-7,13H2,(H,14,16)(H,17,18)	Serinylphenylalanine	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CO)N	-0.512544334	7009597;7009598;21285384	COCONUT:(CNP0347082);HMDB:(29046);PubChem:(7009597 7009598 21285384);CHEBI:(71029);ZINC bio:(ZINC02384818);additional;Training Set;PubMed;Biocyc:(CPD-20388)	2648170	253.1181182861328	46.339	944_mapp_batch_00010_sirius_636
56	1	1	1	0.8991156068523869	-196.09757647709833	0.9999999999999999	39.660446725294705	C19H29N3O5	[M + H]+	ZNGPROMGGGFOAA	InChI=1S/C19H29N3O5/c1-10(2)15(20)18(25)21-14(9-12-5-7-13(23)8-6-12)17(24)22-16(11(3)4)19(26)27/h5-8,10-11,14-16,23H,9,20H2,1-4H3,(H,21,25)(H,22,24)(H,26,27)	valyltyrosylvaline	CC(C)C(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(C(C)C)C(=O)O)N	1.10223615	334518;7015709;7015710;71371231;71371232;92259309;92259310;99722899	PubChem:(334518 7015709 7015710 71371231 71371232 92259309 92259310 99722899);CHEBI:(75022);ZINC bio:(ZINC02516170)	8226	380.21791076660156	99.606	661_mapp_batch_00010_sirius_6810
57	1	1	1	0.8946764350881463	-245.13354940700816	0.9994974874371858	64.15192446812601	C24H32N2O5	[M + H]+	ZUWYQZGBCBSHFK	InChI=1S/C24H32N2O5/c1-16(2)13-22(26-24(30)31-15-19-7-5-4-6-8-19)23(29)25-21(17(3)27)14-18-9-11-20(28)12-10-18/h4-12,16-17,21-22,27-28H,13-15H2,1-3H3,(H,25,29)(H,26,30)	benzyl N-[(1S)-1-{[(2S,3S)-3-hydroxy-1-(4-hydroxyphenyl)butan-2-yl]carbamoyl}-3-methylbutyl]carbamate	CC(C)CC(C(=O)NC(CC1=CC=C(C=C1)O)C(C)O)NC(=O)OCC2=CC=CC=C2	3.9000001	6857710;78421834	COCONUT:(CNP0202731);PubChem:(6857710 78421834);PubChem class - bio and metabolites	18874370	429.24034118652344	81.029	3637_mapp_batch_00010_sirius_268
58	1	1	1	0.8912844421262186	-70.00741851686978	0.9999999999999999	45.8202985337032	C18H27N3O4	[M + H]+	ZDBMWELMUCLUPL	InChI=1S/C18H27N3O4/c1-11(2)9-14(19)16(22)21-15(10-13-7-5-4-6-8-13)17(23)20-12(3)18(24)25/h4-8,11-12,14-15H,9-10,19H2,1-3H3,(H,20,23)(H,21,22)(H,24,25)	2-[[2-[(2-amino-4-methylpentanoyl)amino]-3-phenylpropanoyl]amino]propanoic acid	CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C)C(=O)O)N	1.29539025	10132551;18222204	PubChem:(10132551 18222204);CHEBI:(139482)	34	350.2073669433594	90.539	1822_mapp_batch_00010_sirius_1757
59	1	1	1	0.8911511557205347	-70.00254428360034	0.9999999999999999	45.90697706944555	C18H27N3O4	[M + H]+	ZDBMWELMUCLUPL	InChI=1S/C18H27N3O4/c1-11(2)9-14(19)16(22)21-15(10-13-7-5-4-6-8-13)17(23)20-12(3)18(24)25/h4-8,11-12,14-15H,9-10,19H2,1-3H3,(H,20,23)(H,21,22)(H,24,25)	2-[[2-[(2-amino-4-methylpentanoyl)amino]-3-phenylpropanoyl]amino]propanoic acid	CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C)C(=O)O)N	1.29539025	10132551;18222204	PubChem:(10132551 18222204);CHEBI:(139482)	34	350.20745849609375	90.361	1785_mapp_batch_00010_sirius_6623
60	1	1	2	0.8811851816281701	-102.85287079477526	0.8783919597989949	31.169773507910534	C27H51O11P	[M + H]+	QLZLSMOBIJWBNU	InChI=1S/C27H51O11P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17-26(31)35-22-25(38-27(32)18-15-16-19-28)23-37-39(33,34)36-21-24(30)20-29/h19,24-25,29-30H,2-18,20-23H2,1H3,(H,33,34)	null	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(CO)O)OC(=O)CCCC=O	4.5999999	134812468;135563768	PubChem:(134812468 135563768);CHEBI:(142758)	34	583.3242797851562	331.356	1539_mapp_batch_00010_sirius_1715
61	1	1	1	0.8739910042614659	-4.193945369456307	0.9999999999999999	61.32341951178572	C9H16N2O5	[M + H]+	CPMKYMGGYUFOHS	InChI=1S/C9H16N2O5/c1-4(2)7(9(15)16)11-8(14)5(10)3-6(12)13/h4-5,7H,3,10H2,1-2H3,(H,11,14)(H,12,13)(H,15,16)	aspartylvaline	CC(C)C(C(=O)O)NC(=O)C(CC(=O)O)N	-1.35583305	7009615;7009616;4991131;22824556;56845969;64895944;79009727	COCONUT:(CNP0347631);HMDB:(28766);PubChem:(7009615 7009616 4991131 22824556 56845969 64895944 79009727);CHEBI:(73832);ZINC bio:(ZINC02384839);additional;PubChem class - bio and metabolites;Training Set;PubMed	19423338	233.11251068115234	24.688	1891_mapp_batch_00010_sirius_1115
62	1	1	1	0.8713121850034938	-128.83124058472163	0.9999999999999999	49.887464786820125	C24H31NO4	[M + H]+	FDATWRLUYRHCJE	InChI=1S/C24H31NO4/c1-4-7-8-11-16-29-24(28)20-13-10-9-12-19(20)23(27)21-15-14-18(17-22(21)26)25(5-2)6-3/h9-10,12-15,17,26H,4-8,11,16H2,1-3H3	Uvinul A Plus	CCCCCCOC(=O)C1=CC=CC=C1C(=O)C2=C(C=C(C=C2)N(CC)CC)O	6.5	10111431;136212431	NORMAN:(NS00019490);COCONUT:(CNP0113223);PubChem:(10111431 136212431);CHEBI:(136006);MeSH:(10111431);PubChem class - safety and toxic;PubMed	69468262	398.23265075683594	339.293	2271_mapp_batch_00010_sirius_8948
